edad,abandono,viajes,departamento,distancia_casa,educacion,carrera,id,satisfaccion_entorno,implicacion,nivel_laboral,puesto,sastisfaccion_trabajo,estado_civil,salario_mes,num_empresas_anteriores,horas_extra,incremento_salario_porc,evaluacion,satisfaccion_companeros,nivel_acciones,anos_experiencia,num_formaciones_ult_ano,anos_compania,anos_desde_ult_promocion,anos_con_manager_actual,salario_ano,impacto_abandono,scoring
55,No,Travel_Rarely,Research & Development,22,College,Technical Degree,1694,Low,Medium,1,Research Scientist,Medium,Divorced,3537,5,No,12,Excellent,Very High,1,8,1,4,1,2,42444,8361.468,0.15384615384615385
34,No,Travel_Rarely,Research & Development,5,College,Medical,1696,Medium,Medium,2,Laboratory Technician,Medium,Married,3986,1,No,14,Excellent,High,1,15,3,15,4,13,47832,9422.904,0.007692307692307693
60,No,Travel_Rarely,Research & Development,1,Below College,Medical,1697,High,Low,3,Healthcare Representative,Low,Divorced,10883,3,No,20,Outstanding,High,1,19,2,1,0,0,130596,27425.16,0.046153846153846156
33,No,Travel_Rarely,Research & Development,21,Master,Medical,1698,Medium,Very High,1,Laboratory Technician,Very High,Married,2028,1,No,18,Excellent,Very High,3,14,6,14,2,13,24336,3918.096,0.046153846153846156
37,No,Travel_Frequently,Sales,1,Below College,Medical,1700,High,Low,2,Sales Executive,Low,Divorced,9525,1,No,14,Excellent,High,2,6,2,6,1,3,114300,24003,0.17692307692307693
34,No,Travel_Rarely,Research & Development,19,College,Life Sciences,1701,Medium,Medium,1,Research Scientist,Medium,Married,2929,1,No,12,Excellent,Medium,0,10,3,10,8,7,35148,6924.156,0.11538461538461539
23,Yes,Travel_Rarely,Sales,7,Bachelor,Life Sciences,1702,High,High,1,Sales Representative,High,Divorced,2275,1,Yes,21,Outstanding,Medium,1,3,2,3,0,2,27300,4395.3,0.8769230769230769
44,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,1703,High,Very High,3,Healthcare Representative,Very High,Married,7879,1,Yes,19,Excellent,Medium,1,9,2,8,6,7,94548,19855.079999999998,0.007692307692307693
35,No,Travel_Frequently,Research & Development,2,College,Medical,1704,Low,Medium,1,Research Scientist,Medium,Single,4930,0,Yes,14,Excellent,High,0,6,2,5,1,4,59160,12068.64,0.16923076923076924
43,No,Travel_Rarely,Sales,2,Bachelor,Medical,1706,Very High,High,2,Sales Executive,High,Married,7847,1,Yes,17,Excellent,Low,1,10,3,10,8,8,94164,19774.44,0.06923076923076923
24,No,Travel_Rarely,Research & Development,9,Master,Medical,1707,High,Very High,1,Research Scientist,Very High,Married,4401,1,No,16,Excellent,Very High,1,5,1,5,0,4,52812,10773.648,0.007692307692307693
41,No,Travel_Rarely,Sales,6,Bachelor,Marketing,1708,Very High,High,3,Sales Executive,High,Single,9241,1,No,12,Excellent,Medium,0,10,3,10,8,7,110892,23287.32,0.046153846153846156
29,No,Travel_Rarely,Research & Development,9,Bachelor,Medical,1709,Very High,High,1,Laboratory Technician,High,Married,2974,9,No,17,Excellent,High,1,9,2,5,1,2,35688,7030.536,0.007692307692307693
36,No,Travel_Rarely,Sales,2,Bachelor,Life Sciences,1710,High,High,2,Sales Representative,High,Single,4502,3,No,15,Excellent,High,0,17,2,13,6,7,54024,11020.895999999999,0.1076923076923077
45,No,Non-Travel,Research & Development,1,College,Life Sciences,1712,High,Medium,3,Healthcare Representative,Medium,Married,10748,3,No,23,Outstanding,Very High,1,25,3,23,14,4,128976,27084.96,0.015384615384615385
24,Yes,Travel_Rarely,Human Resources,22,Below College,Human Resources,1714,Very High,Low,1,Human Resources,Low,Married,1555,1,No,11,Excellent,High,1,1,2,1,0,0,18660,3004.26,0.8538461538461538
47,Yes,Travel_Frequently,Sales,9,Below College,Life Sciences,1716,High,Low,4,Sales Executive,Low,Married,12936,7,No,11,Excellent,High,0,25,3,23,14,10,155232,32598.719999999998,0.7769230769230769
26,No,Travel_Rarely,Research & Development,17,Below College,Medical,1718,Very High,Low,1,Laboratory Technician,Low,Married,2305,1,No,15,Excellent,High,3,3,3,3,0,2,27660,4453.26,0.12307692307692308
45,No,Travel_Rarely,Research & Development,28,College,Technical Degree,1719,Very High,Medium,4,Research Director,Medium,Single,16704,1,No,11,Excellent,High,0,21,2,21,8,6,200448,42094.08,0.05384615384615385
32,No,Travel_Frequently,Research & Development,10,Bachelor,Life Sciences,1720,Low,High,1,Research Scientist,High,Married,3433,6,No,13,Excellent,Low,1,10,3,5,1,3,41196,8115.612,0.046153846153846156
31,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1721,Medium,High,1,Laboratory Technician,High,Married,3477,1,No,14,Excellent,Very High,1,6,2,5,0,3,41724,8219.628,0.015384615384615385
41,No,Non-Travel,Human Resources,4,Below College,Human Resources,1722,High,Low,2,Human Resources,Low,Married,6430,6,No,19,Excellent,Medium,1,10,4,3,1,2,77160,16203.599999999999,0.06153846153846154
40,No,Travel_Rarely,Research & Development,8,Bachelor,Life Sciences,1724,Medium,High,2,Manufacturing Director,High,Married,6516,2,Yes,16,Excellent,Medium,1,18,3,1,0,0,78192,16420.32,0.015384615384615385
24,No,Travel_Rarely,Research & Development,29,Bachelor,Medical,1725,Medium,High,1,Laboratory Technician,High,Divorced,3907,1,No,13,Excellent,Medium,3,6,2,6,1,2,46884,9236.148000000001,0.07692307692307693
46,No,Travel_Rarely,Research & Development,13,Bachelor,Life Sciences,1727,High,High,2,Healthcare Representative,High,Single,5562,6,No,14,Excellent,Very High,0,19,3,10,0,9,66744,13615.776,0.015384615384615385
35,No,Travel_Rarely,Research & Development,27,Bachelor,Life Sciences,1728,Very High,High,2,Manufacturing Director,High,Married,6883,2,No,16,Excellent,Medium,1,17,3,7,0,7,82596,17345.16,0.007692307692307693
30,No,Travel_Rarely,Research & Development,16,Bachelor,Life Sciences,1729,Medium,High,1,Research Scientist,High,Married,2862,1,No,12,Excellent,Medium,1,10,2,10,0,8,34344,6765.768,0.023076923076923078
47,No,Non-Travel,Sales,2,Bachelor,Marketing,1731,High,High,2,Sales Executive,High,Married,4978,7,No,11,Excellent,Very High,1,4,3,1,0,0,59736,12186.143999999998,0.038461538461538464
46,No,Travel_Rarely,Sales,2,Bachelor,Life Sciences,1732,High,High,3,Sales Executive,High,Divorced,10368,4,Yes,12,Excellent,Medium,1,13,5,10,0,3,124416,26127.36,0.06923076923076923
36,Yes,Travel_Rarely,Sales,13,College,Marketing,1733,Medium,Medium,2,Sales Executive,Medium,Divorced,6134,5,Yes,13,Excellent,Medium,3,16,3,2,2,2,73608,15016.032,0.7538461538461538
32,Yes,Travel_Rarely,Sales,1,Below College,Life Sciences,1734,Low,Low,2,Sales Executive,Low,Single,6735,6,No,15,Excellent,Medium,0,10,2,0,0,0,80820,16972.2,0.7769230769230769
23,No,Travel_Rarely,Research & Development,4,Bachelor,Medical,1735,High,High,1,Laboratory Technician,High,Single,3295,1,No,13,Excellent,High,0,3,3,3,1,2,39540,7789.38,0.03076923076923077
31,No,Travel_Frequently,Research & Development,24,Bachelor,Technical Degree,1736,Very High,High,2,Manufacturing Director,High,Single,5238,2,No,20,Outstanding,Very High,0,9,3,5,1,4,62856,12822.624,0.023076923076923078
39,No,Non-Travel,Research & Development,1,Bachelor,Life Sciences,1737,Very High,High,2,Laboratory Technician,High,Married,6472,1,Yes,15,Excellent,Very High,1,9,2,9,5,8,77664,16309.439999999999,0.015384615384615385
32,No,Travel_Rarely,Sales,19,Below College,Life Sciences,1739,Very High,Low,3,Sales Executive,Low,Married,9610,3,No,13,Excellent,High,1,10,2,4,0,2,115320,24217.2,0.23846153846153847
40,No,Travel_Rarely,Sales,7,Bachelor,Medical,1740,Medium,High,5,Manager,High,Single,19833,1,No,14,Excellent,Medium,0,21,3,21,12,8,237996,49979.159999999996,0.038461538461538464
45,No,Travel_Rarely,Human Resources,4,Below College,Life Sciences,1744,High,Low,3,Human Resources,Low,Married,9756,4,No,21,Outstanding,High,2,9,2,5,0,3,117072,24585.12,0.015384615384615385
30,No,Travel_Frequently,Research & Development,2,College,Technical Degree,1745,Very High,Medium,1,Research Scientist,Medium,Single,4968,0,No,16,Excellent,Very High,0,10,2,9,0,7,59616,12161.663999999999,0.2230769230769231
24,No,Travel_Frequently,Human Resources,10,Bachelor,Medical,1746,Low,High,1,Human Resources,High,Married,2145,0,No,14,Excellent,Very High,1,3,2,2,2,1,25740,4144.14,0.4461538461538462
30,Yes,Travel_Frequently,Human Resources,8,College,Human Resources,1747,High,Medium,1,Human Resources,Medium,Divorced,2180,6,No,11,Excellent,High,1,6,0,4,1,2,26160,4211.76,0.7692307692307693
31,No,Travel_Rarely,Sales,5,Bachelor,Technical Degree,1749,Low,High,2,Sales Executive,High,Married,8346,1,No,19,Excellent,High,1,6,3,5,0,2,100152,21031.92,0.015384615384615385
27,No,Travel_Rarely,Research & Development,8,Bachelor,Medical,1751,High,High,1,Research Scientist,High,Single,3445,1,No,11,Excellent,High,0,6,5,6,1,4,41340,8143.9800000000005,0.08461538461538462
29,Yes,Travel_Rarely,Sales,9,Below College,Marketing,1752,Medium,Low,1,Sales Representative,Low,Single,2760,1,No,13,Excellent,High,0,2,3,2,2,2,33120,6524.64,0.7461538461538462
29,No,Travel_Frequently,Research & Development,1,Master,Life Sciences,1753,Very High,Very High,2,Healthcare Representative,Very High,Single,6294,8,Yes,12,Excellent,Very High,0,10,5,3,0,2,75528,15860.88,0.23076923076923078
30,No,Travel_Rarely,Sales,15,College,Marketing,1754,High,Medium,3,Sales Executive,Medium,Divorced,7140,2,No,11,Excellent,Low,1,12,2,7,1,7,85680,17992.8,0.03076923076923077
34,No,Travel_Rarely,Research & Development,2,Master,Medical,1755,Very High,Very High,1,Research Scientist,Very High,Married,2932,0,Yes,14,Excellent,Low,3,6,3,5,1,2,35184,6931.2480000000005,0.046153846153846156
33,No,Non-Travel,Sales,2,Bachelor,Marketing,1756,Very High,High,2,Sales Executive,High,Single,5147,8,No,15,Excellent,Very High,0,13,2,11,1,7,61764,12599.856,0.007692307692307693
49,No,Travel_Rarely,Sales,11,Bachelor,Marketing,1757,Very High,High,2,Sales Executive,High,Single,4507,3,No,12,Excellent,High,0,8,1,5,0,4,54084,11033.135999999999,0.1
33,Yes,Travel_Rarely,Sales,16,Bachelor,Life Sciences,1758,Low,High,3,Sales Executive,High,Single,8564,2,Yes,20,Outstanding,High,0,11,2,0,0,0,102768,21581.28,0.4230769230769231
38,No,Travel_Frequently,Research & Development,2,College,Medical,1760,High,Medium,1,Laboratory Technician,Medium,Married,2468,4,No,14,Excellent,Medium,1,9,4,6,0,5,29616,4768.176,0.038461538461538464
31,Yes,Travel_Rarely,Sales,16,Bachelor,Marketing,1761,Low,High,3,Sales Executive,High,Married,8161,2,No,13,Excellent,Low,3,10,2,1,0,0,97932,20565.719999999998,0.16923076923076924
29,No,Travel_Rarely,Research & Development,4,College,Technical Degree,1762,Very High,Medium,1,Research Scientist,Medium,Divorced,2109,1,No,13,Excellent,High,1,1,2,1,0,0,25308,4074.588,0.13076923076923078
30,No,Travel_Rarely,Research & Development,16,Master,Life Sciences,1763,High,Very High,2,Healthcare Representative,Very High,Married,5294,3,No,16,Excellent,High,1,10,3,7,1,7,63528,12959.712,0.015384615384615385
32,No,Non-Travel,Research & Development,5,Bachelor,Technical Degree,1764,Medium,High,1,Research Scientist,High,Single,2718,2,No,14,Excellent,Medium,0,12,3,7,0,7,32616,6425.352,0.046153846153846156
38,No,Travel_Rarely,Research & Development,18,Below College,Medical,1766,Medium,Low,2,Healthcare Representative,High,Married,5811,3,Yes,16,Excellent,High,1,15,2,1,1,0,69732,14225.328,0.046153846153846156
43,Yes,Travel_Frequently,Research & Development,17,Bachelor,Technical Degree,1767,High,Medium,1,Research Scientist,Medium,Married,2437,9,Yes,16,Excellent,Very High,1,6,4,1,0,0,29244,4708.284000000001,0.8538461538461538
42,No,Travel_Rarely,Research & Development,12,Bachelor,Medical,1768,Medium,High,1,Laboratory Technician,High,Divorced,2766,8,No,22,Outstanding,Medium,3,7,6,5,0,4,33192,6538.8240000000005,0.03076923076923077
55,No,Travel_Rarely,Research & Development,2,College,Medical,1770,High,Medium,5,Research Director,Medium,Married,19038,8,No,12,Excellent,Medium,3,34,2,1,0,0,228456,47975.759999999995,0.03076923076923077
33,No,Non-Travel,Research & Development,4,Bachelor,Technical Degree,1771,Very High,High,2,Research Scientist,High,Divorced,3055,5,No,15,Excellent,Very High,2,11,2,9,1,7,36660,7222.02,0.015384615384615385
41,No,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,1772,High,High,1,Laboratory Technician,High,Divorced,2289,1,No,20,Outstanding,Medium,2,5,2,5,0,4,27468,4422.348,0.03076923076923077
34,No,Non-Travel,Sales,10,Bachelor,Life Sciences,1774,Very High,High,2,Sales Executive,High,Divorced,4001,1,Yes,14,Excellent,High,1,15,3,15,0,7,48012,9458.364,0.007692307692307693
53,No,Non-Travel,Research & Development,1,College,Medical,1775,Low,Medium,4,Manufacturing Director,Medium,Married,12965,4,Yes,20,Outstanding,Very High,3,27,2,3,0,2,155580,32671.8,0.023076923076923078
43,No,Travel_Rarely,Human Resources,2,Bachelor,Life Sciences,1778,Medium,High,1,Human Resources,High,Single,3539,0,No,13,Excellent,Medium,0,10,5,9,1,8,42468,8366.196,0.023076923076923078
34,No,Travel_Rarely,Sales,3,Below College,Life Sciences,1779,Very High,Low,2,Sales Executive,Low,Single,6029,5,No,12,Excellent,Low,0,6,3,2,2,2,72348,14758.991999999998,0.14615384615384616
21,Yes,Travel_Rarely,Sales,7,Bachelor,Marketing,1780,Medium,High,1,Sales Representative,High,Single,2679,1,No,13,Excellent,Medium,0,1,3,1,1,0,32148,6333.156,0.7923076923076923
38,No,Travel_Rarely,Research & Development,6,College,Other,1782,Very High,Medium,1,Laboratory Technician,Medium,Married,3702,1,No,11,Excellent,Medium,1,5,3,5,0,4,44424,8751.528,0.05384615384615385
22,Yes,Travel_Rarely,Research & Development,8,Bachelor,Medical,1783,High,High,1,Laboratory Technician,High,Married,2398,1,Yes,17,Excellent,High,0,1,6,1,0,0,28776,4632.936,0.8692307692307693
31,No,Travel_Rarely,Sales,29,College,Marketing,1784,Low,Medium,2,Sales Executive,Medium,Married,5468,1,No,14,Excellent,Low,2,13,3,12,5,7,65616,13385.663999999999,0.07692307692307693
51,No,Travel_Rarely,Research & Development,3,Bachelor,Technical Degree,1786,Low,High,3,Manager,High,Married,13116,2,No,11,Excellent,Very High,0,15,2,2,2,2,157392,33052.32,0.06923076923076923
37,No,Travel_Rarely,Sales,9,College,Marketing,1787,Medium,Medium,2,Sales Executive,Medium,Married,4189,1,No,14,Excellent,Low,2,5,2,5,0,3,50268,10254.671999999999,0.007692307692307693
46,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,1789,High,High,5,Research Director,High,Divorced,19328,7,Yes,17,Excellent,High,1,24,3,2,2,2,231936,48706.56,0.046153846153846156
36,No,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,1790,Very High,High,3,Healthcare Representative,High,Married,8321,7,Yes,13,Excellent,Very High,1,15,1,12,5,7,99852,20968.92,0.08461538461538462
44,Yes,Travel_Frequently,Research & Development,1,Bachelor,Medical,1792,High,High,1,Research Scientist,High,Divorced,2342,1,Yes,12,Excellent,High,3,6,2,5,2,3,28104,4524.744,0.676923076923077
37,No,Travel_Rarely,Human Resources,8,Bachelor,Other,1794,High,High,2,Human Resources,High,Divorced,4071,2,No,13,Excellent,High,0,19,4,10,4,7,48852,9623.844000000001,0.03076923076923077
35,Yes,Travel_Rarely,Sales,27,Bachelor,Life Sciences,1797,High,High,2,Sales Executive,High,Single,5813,1,Yes,18,Excellent,Very High,0,10,2,10,7,7,69756,14230.223999999998,0.7307692307692307
33,No,Travel_Rarely,Research & Development,8,Master,Life Sciences,1798,Very High,Very High,1,Research Scientist,Very High,Married,3143,6,No,19,Excellent,Medium,1,14,1,10,7,6,37716,7430.052000000001,0.007692307692307693
28,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1799,High,High,1,Research Scientist,High,Married,2044,1,No,11,Excellent,High,1,5,6,5,0,3,24528,3949.0080000000003,0.2153846153846154
39,No,Travel_Rarely,Research & Development,10,Bachelor,Medical,1800,High,High,3,Research Director,High,Single,13464,7,No,21,Outstanding,High,0,9,3,4,2,2,161568,33929.28,0.023076923076923078
46,No,Non-Travel,Sales,26,College,Life Sciences,1801,Medium,Medium,2,Sales Executive,Medium,Single,7991,8,No,15,Excellent,High,0,6,3,2,2,2,95892,20137.32,0.1
40,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1802,High,High,1,Laboratory Technician,High,Married,3377,4,No,17,Excellent,Very High,1,7,5,4,0,2,40524,7983.228,0.038461538461538464
42,No,Travel_Rarely,Research & Development,13,Master,Medical,1803,Medium,Very High,2,Healthcare Representative,Very High,Married,5538,5,No,18,Excellent,High,2,10,2,0,0,0,66456,13557.024,0.1076923076923077
35,No,Non-Travel,Research & Development,2,Bachelor,Medical,1804,Medium,High,2,Manufacturing Director,High,Divorced,5762,2,No,14,Excellent,High,1,15,6,7,1,7,69144,14105.375999999998,0
38,No,Non-Travel,Human Resources,2,Bachelor,Human Resources,1805,Low,High,1,Human Resources,High,Divorced,2592,5,No,13,Excellent,Very High,3,13,3,11,3,8,31104,6127.488,0.06153846153846154
34,Yes,Travel_Frequently,Research & Development,9,Bachelor,Life Sciences,1807,Very High,High,2,Laboratory Technician,High,Married,5346,4,No,17,Excellent,High,1,11,3,7,0,7,64152,13087.008,0.5769230769230769
37,Yes,Travel_Rarely,Research & Development,10,Bachelor,Medical,1809,Very High,High,2,Manufacturing Director,High,Single,4213,1,No,15,Excellent,Medium,0,10,4,10,0,8,50556,10313.423999999999,0.015384615384615385
39,No,Travel_Frequently,Sales,20,Bachelor,Life Sciences,1812,High,High,2,Sales Executive,High,Divorced,4127,2,No,18,Excellent,Very High,1,7,6,2,2,2,49524,9756.228000000001,0.06153846153846154
43,No,Non-Travel,Research & Development,9,Bachelor,Life Sciences,1813,Low,High,1,Research Scientist,High,Single,2438,4,No,13,Excellent,High,0,7,2,3,1,2,29256,4710.216,0.05384615384615385
41,No,Travel_Rarely,Research & Development,5,Master,Life Sciences,1814,Medium,Very High,2,Healthcare Representative,Very High,Single,6870,3,No,12,Excellent,Low,0,11,3,3,1,2,82440,17312.399999999998,0.03076923076923077
41,No,Travel_Rarely,Sales,4,Bachelor,Marketing,1815,High,High,3,Sales Executive,High,Divorced,10447,0,Yes,13,Excellent,Very High,1,23,3,22,13,5,125364,26326.44,0.023076923076923078
30,No,Travel_Rarely,Research & Development,10,Bachelor,Medical,1816,Low,High,3,Manufacturing Director,High,Single,9667,9,No,14,Excellent,Medium,0,9,3,7,0,2,116004,24360.84,0.06923076923076923
26,Yes,Travel_Rarely,Human Resources,20,Bachelor,Medical,1818,Very High,High,1,Human Resources,High,Married,2148,0,Yes,11,Excellent,High,0,6,3,5,1,4,25776,4149.936,0.7923076923076923
46,Yes,Travel_Rarely,Research & Development,21,Bachelor,Medical,1821,Very High,High,2,Healthcare Representative,High,Married,8926,4,No,22,Outstanding,Very High,1,13,2,9,3,7,107112,22493.52,0.6384615384615384
40,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1822,High,High,2,Healthcare Representative,High,Divorced,6513,4,No,17,Excellent,Very High,1,12,3,5,0,3,78156,16412.76,0
34,No,Travel_Rarely,Sales,8,Master,Technical Degree,1823,Medium,Very High,2,Sales Executive,Very High,Married,6799,1,No,21,Outstanding,High,2,10,5,10,4,8,81588,17133.48,0.015384615384615385
58,No,Non-Travel,Sales,2,Bachelor,Medical,1824,Medium,High,4,Manager,High,Divorced,16291,4,No,22,Outstanding,Very High,1,37,0,16,14,14,195492,41053.32,0.13076923076923078
35,No,Travel_Rarely,Research & Development,23,Below College,Medical,1826,Medium,Low,1,Laboratory Technician,Low,Married,2705,0,No,16,Excellent,Medium,1,6,2,5,0,3,32460,6394.62,0.046153846153846156
47,No,Travel_Rarely,Research & Development,4,College,Life Sciences,1827,High,Medium,3,Manufacturing Director,Medium,Divorced,10333,8,Yes,12,Excellent,High,1,28,4,22,14,10,123996,26039.16,0.08461538461538462
40,No,Travel_Rarely,Research & Development,12,Bachelor,Life Sciences,1829,Medium,High,2,Healthcare Representative,High,Divorced,4448,2,No,12,Excellent,Medium,1,15,3,7,7,7,53376,10888.704,0
